id,rank,word,lemma,pos,pos_long,english_definition,frequency,sum_frequency,coca_spoken_freq,coca_fiction_freq,coca_magazines_freq,coca_newspapers_freq,sat,gre
52409,52409,rawness,rawness,nn1,noun,,110,392160502,0,0,0,0,FALSE,FALSE
52410,52410,overhung,overhang,vvn,verb,,110,392160612,0,1,0,0,FALSE,FALSE
52411,52411,bracketed,bracket,vvn,verb,,110,392160722,0,0,0,0,FALSE,FALSE
52412,52412,icily,icily,rr,adverb,,110,392160832,0,1,0,0,FALSE,FALSE
52413,52413,bandage,bandage,vv0,verb,,110,392160942,0,1,0,0,FALSE,FALSE
52414,52414,ransacking,ransack,vvg,verb,,110,392161052,0,0,0,0,FALSE,FALSE
52415,52415,lengthens,lengthen,vvz,verb,,110,392161162,0,0,0,0,FALSE,FALSE
52416,52416,fly-by-night,fly-by-night,jj,adjective,Unreliable; disreputable.,110,392161272,0,0,0,0,TRUE,TRUE
52417,52417,welded,weld,vvd,verb,,110,392161382,0,0,0,0,FALSE,FALSE
52418,52418,lauds,laud,vvz,verb,,110,392161492,0,0,0,0,FALSE,FALSE
52419,52419,ghostlike,ghostlike,jj,adjective,,110,392161602,0,1,0,0,FALSE,FALSE
52420,52420,palest,pale,jjt,adjective,,110,392161712,0,1,0,0,FALSE,FALSE
52421,52421,ventilated,ventilate,vvn,verb,,110,392161822,0,0,0,0,FALSE,FALSE
52422,52422,throttled,throttle,vvd,verb,,110,392161932,0,1,0,0,FALSE,FALSE
52423,52423,outperforming,outperform,vvg,verb,,110,392162042,0,0,0,0,FALSE,FALSE
52424,52424,muzzle,muzzle,vv0,verb,,110,392162152,0,0,0,0,FALSE,FALSE
52425,52425,part-owner,part-owner,nn1,noun,,110,392162262,0,0,0,1,FALSE,FALSE
52426,52426,do-gooders,do-gooder,nn2,noun,,110,392162372,0,0,0,0,FALSE,FALSE
52427,52427,moistened,moistened,jj,adjective,,110,392162482,0,0,1,0,FALSE,FALSE
52428,52428,half-assed,half-assed,jj,adjective,,110,392162592,0,1,0,0,FALSE,FALSE
52429,52429,goofball,goofball,nn1,noun,,110,392162702,0,0,0,0,FALSE,FALSE
52430,52430,hucksters,huckster,nn2,noun,,110,392162812,0,0,0,0,FALSE,FALSE
52431,52431,mime,mime,vv0,verb,"Convey an impression of (an idea or feeling) by gesture and movement, without using words; mimic (an action or set of actions) in this way.",110,392162922,0,0,0,0,FALSE,FALSE
52432,52432,going-away,going-away,jj,adjective,,110,392163032,0,1,0,0,FALSE,FALSE
52433,52433,overstepped,overstep,vvd,verb,,110,392163142,1,0,0,0,FALSE,FALSE
52434,52434,man-hours,man-hour,nn2,noun,,110,392163252,0,0,0,0,FALSE,FALSE
52435,52435,jet-lagged,jet-lagged,jj,adjective,,110,392163362,0,0,0,0,FALSE,FALSE
52436,52436,burglarized,burglarize,vvn,verb,,110,392163472,0,0,0,0,FALSE,FALSE
52437,52437,parasols,parasol,nn2,noun,,110,392163582,0,1,0,0,FALSE,FALSE
52438,52438,nubs,nub,nn2,noun,,110,392163692,0,1,0,0,FALSE,FALSE
52439,52439,pout,pout,vv0,verb,,110,392163802,0,1,0,0,FALSE,FALSE
52440,52440,seaports,seaport,nn2,noun,,110,392163912,0,0,0,0,FALSE,FALSE
52441,52441,absurdist,absurdist,jj,adjective,,110,392164022,0,0,0,0,FALSE,FALSE
52442,52442,foist,foist,vv0,verb,,110,392164132,0,0,0,0,FALSE,FALSE
52443,52443,initiated,initiated,jj,adjective,,110,392164242,0,0,0,0,FALSE,FALSE
52444,52444,commuted,commute,vvn,verb,,110,392164352,0,0,0,0,FALSE,FALSE
52445,52445,hydrated,hydrated,jj,adjective,,110,392164462,0,0,1,0,FALSE,FALSE
52446,52446,rebelliousness,rebelliousness,nn1,noun,,110,392164572,0,0,0,0,FALSE,FALSE
52447,52447,sinning,sin,vvg,verb,,110,392164682,0,0,0,0,FALSE,FALSE
52448,52448,omnipresence,omnipresence,nn1,noun,,110,392164792,0,0,0,0,FALSE,FALSE
52449,52449,first-graders,first-grader,nn2,noun,,110,392164902,0,0,0,1,FALSE,FALSE
52450,52450,under-represented,under-represented,jj,adjective,,110,392165012,0,0,0,0,FALSE,FALSE
52451,52451,ballrooms,ballroom,nn2,noun,,110,392165122,0,0,0,0,FALSE,FALSE
52452,52452,temperamentally,temperamentally,rr,adverb,,110,392165232,0,0,0,0,FALSE,FALSE
52453,52453,oxymoronic,oxymoronic,jj,adjective,,110,392165342,0,0,0,0,FALSE,FALSE
52454,52454,seventh-grader,seventh-grader,nn1,noun,,110,392165452,0,0,0,1,FALSE,FALSE
52455,52455,unforced,unforced,jj,adjective,,110,392165562,0,0,0,0,FALSE,FALSE
52456,52456,game-winner,game-winner,nn1,noun,,110,392165672,0,0,0,1,FALSE,FALSE
52457,52457,epaulets,epaulet,nn2,noun,Shoulder decoration.,110,392165782,0,1,0,0,FALSE,TRUE
52458,52458,highball,highball,nn1,noun,,110,392165892,0,1,0,0,FALSE,FALSE
52459,52459,liberalized,liberalize,vvn,verb,,110,392166002,0,0,0,0,FALSE,FALSE
52460,52460,reject,reject,nn1,noun,,110,392166112,0,0,0,0,FALSE,FALSE
52461,52461,high-strength,high-strength,jj,adjective,,110,392166222,0,0,1,0,FALSE,FALSE
52462,52462,inapplicable,inapplicable,jj,adjective,,110,392166332,0,0,0,0,FALSE,FALSE
52463,52463,full-featured,full-featured,jj,adjective,,110,392166442,0,0,1,0,FALSE,FALSE
52464,52464,subcontract,subcontract,nn1,noun,,110,392166552,0,0,0,0,FALSE,FALSE
52465,52465,photocopy,photocopy,vv0,verb,,110,392166662,0,0,0,0,FALSE,FALSE
52466,52466,analogously,analogously,rr,adverb,,110,392166772,0,0,0,0,FALSE,FALSE
52467,52467,regressing,regress,vvg,verb,,110,392166882,0,0,0,0,FALSE,FALSE
52468,52468,medicated,medicate,vvn,verb,,110,392166992,0,0,0,0,FALSE,FALSE
52469,52469,lampshade,lampshade,nn1,noun,,110,392167102,0,1,0,0,FALSE,FALSE
52470,52470,minibus,minibus,nn1,noun,,110,392167212,0,0,0,0,FALSE,FALSE
52471,52471,free-ranging,free-ranging,jj,adjective,,110,392167322,0,0,0,0,FALSE,FALSE
52472,52472,haunch,haunch,nn1,noun,,110,392167432,0,1,0,0,FALSE,FALSE
52473,52473,inwards,inwards,rr,adverb,,110,392167542,0,1,0,0,FALSE,FALSE
52474,52474,twit,twit,nn1,noun,,110,392167652,0,1,0,0,FALSE,FALSE
52475,52475,rower,rower,nn1,noun,,110,392167762,0,0,0,0,FALSE,FALSE
52476,52476,fight-or-flight,fight-or-flight,jj,adjective,,110,392167872,0,0,1,0,FALSE,FALSE
52477,52477,bluesman,bluesman,nn1,noun,,110,392167982,0,0,0,1,FALSE,FALSE
52478,52478,triplicate,triplicate,nn1,noun,,110,392168092,0,0,0,0,FALSE,FALSE
52479,52479,machine-made,machine-made,jj,adjective,,110,392168202,0,0,1,0,FALSE,FALSE
52480,52480,two-shot,two-shot,jj,adjective,,110,392168312,0,0,0,0,FALSE,FALSE
52481,52481,clef,clef,nn1,noun,,110,392168422,0,0,0,0,FALSE,FALSE
52482,52482,nonfunctional,nonfunctional,jj,adjective,,110,392168532,0,0,0,0,FALSE,FALSE
52483,52483,speedster,speedster,nn1,noun,,110,392168642,0,0,1,1,FALSE,FALSE
52484,52484,victimless,victimless,jj,adjective,,110,392168752,0,0,0,0,FALSE,FALSE
52485,52485,steeds,steed,nn2,noun,,110,392168862,0,1,0,0,FALSE,FALSE
52486,52486,receivership,receivership,nn1,noun,,110,392168972,0,0,0,0,FALSE,FALSE
52487,52487,gift-giving,gift-giving,jj,adjective,,110,392169082,0,0,1,0,FALSE,FALSE
52488,52488,journaling,journal,vvg,verb,,110,392169192,0,0,0,0,FALSE,FALSE
52489,52489,shill,shill,nn1,noun,,110,392169302,0,0,0,0,FALSE,FALSE
52490,52490,transmissible,transmissible,jj,adjective,,110,392169412,0,0,0,0,FALSE,FALSE
52491,52491,in-country,in-country,jj,adjective,,110,392169522,0,0,0,0,FALSE,FALSE
52492,52492,minestrone,minestrone,nn1,noun,,110,392169632,0,0,0,0,FALSE,FALSE
52493,52493,granaries,granary,nn2,noun,,110,392169742,0,0,0,0,FALSE,FALSE
52494,52494,non-economic,non-economic,jj,adjective,,110,392169852,0,0,0,0,FALSE,FALSE
52495,52495,agate,agate,nn1,noun,,110,392169962,0,0,0,0,FALSE,FALSE
52496,52496,armadillos,armadillo,nn2,noun,,110,392170072,0,0,1,0,FALSE,FALSE
52497,52497,metalworking,metalworking,nn1,noun,,110,392170182,0,0,0,0,FALSE,FALSE
52498,52498,wallboard,wallboard,nn1,noun,,110,392170292,0,0,0,0,FALSE,FALSE
52499,52499,sadomasochistic,sadomasochistic,jj,adjective,,110,392170402,0,0,0,0,FALSE,FALSE
52500,52500,disassembly,disassembly,rr,adverb,,110,392170512,0,0,0,0,FALSE,FALSE
52501,52501,deniers,denier,nn2,noun,,110,392170622,0,0,0,0,FALSE,FALSE
52502,52502,muff,muff,nn1,noun,,110,392170732,0,1,0,0,FALSE,FALSE
52503,52503,poinsettia,poinsettia,nn1,noun,,110,392170842,0,0,0,0,FALSE,FALSE
52504,52504,creepers,creeper,nn2,noun,,110,392170952,0,1,0,0,FALSE,FALSE
52505,52505,beignets,beignet,nn2,noun,,110,392171062,0,0,0,0,FALSE,FALSE
52506,52506,nitroglycerin,nitroglycerin,nn1,noun,,110,392171172,0,0,0,0,FALSE,FALSE
52507,52507,antidiscrimination,antidiscrimination,jj,adjective,,110,392171282,0,0,0,0,FALSE,FALSE
52508,52508,kilowatt-hours,kilowatt-hour,nn2,noun,,110,392171392,0,0,1,0,FALSE,FALSE
52509,52509,gaff,gaff,nn1,noun,,110,392171502,0,0,0,0,FALSE,FALSE
52510,52510,anti-colonial,anti-colonial,jj,adjective,,110,392171612,0,0,0,0,FALSE,FALSE
52511,52511,ere,ere,ii,preposition,,110,392171722,0,0,0,0,FALSE,FALSE
52512,52512,uplink,uplink,nn1,noun,,110,392171832,0,1,0,0,FALSE,FALSE
52513,52513,gunboats,gunboat,nn2,noun,,110,392171942,0,0,1,0,FALSE,FALSE
52514,52514,vexation,vexation,nn1,noun,,110,392172052,0,1,0,0,FALSE,FALSE
52515,52515,paralegals,paralegal,nn2,noun,,110,392172162,0,0,0,0,FALSE,FALSE
52516,52516,mennonite,mennonite,nn1,noun,,110,392172272,0,0,0,0,FALSE,FALSE
52517,52517,computationally,computationally,rr,adverb,,110,392172382,0,0,0,0,FALSE,FALSE
52518,52518,upload,upload,nn1,noun,,110,392172492,0,1,0,0,FALSE,FALSE
52519,52519,snifter,snifter,nn1,noun,,110,392172602,0,1,0,0,FALSE,FALSE
52520,52520,bondsman,bondsman,nn1,noun,,110,392172712,0,1,0,0,FALSE,FALSE
52521,52521,stockroom,stockroom,nn1,noun,,110,392172822,0,1,0,0,FALSE,FALSE
52522,52522,keratin,keratin,nn1,noun,,110,392172932,0,0,1,0,FALSE,FALSE
52523,52523,sachet,sachet,nn1,noun,,110,392173042,0,0,0,0,FALSE,FALSE
52524,52524,meow,meow,vv0,verb,,110,392173152,1,0,0,0,FALSE,FALSE
52525,52525,patroller,patroller,nn1,noun,,110,392173262,0,0,1,0,FALSE,FALSE
52526,52526,five-spice,five-spice,jj,adjective,,110,392173372,0,0,1,0,FALSE,FALSE
52527,52527,best-picture,best-picture,jj,adjective,,110,392173482,0,0,0,1,FALSE,FALSE
52528,52528,vids,vid,nn2,noun,,110,392173592,0,1,0,0,FALSE,FALSE
52529,52529,watermen,waterman,nn2,noun,,110,392173702,0,0,0,0,FALSE,FALSE
52530,52530,necropolis,necropolis,nn1,noun,,110,392173812,0,0,0,0,FALSE,FALSE
52531,52531,payphone,payphone,nn1,noun,,110,392173922,0,1,0,0,FALSE,FALSE
52532,52532,nonnuclear,nonnuclear,jj,adjective,,110,392174032,0,0,0,0,FALSE,FALSE
52533,52533,lemur,lemur,nn1,noun,,110,392174142,0,0,0,0,FALSE,FALSE
52534,52534,grenadiers,grenadier,nn2,noun,,110,392174252,0,0,1,0,FALSE,FALSE
52535,52535,tamarisk,tamarisk,nn1,noun,,110,392174362,0,1,0,0,FALSE,FALSE
52536,52536,subduction,subduction,nn1,noun,,110,392174472,0,0,1,0,FALSE,FALSE
52537,52537,anaemia,anaemia,nn1,noun,"A reduction below normal in the number of erythrocytes per cu. mm., in the quantity of haemoglobin, or in the volume of packed red cells per 1 ml. of blood which occurs when the equilibrium between blood loss (through bleeding or destruction) and blood production is disturbed.",110,392174582,0,0,0,0,FALSE,FALSE
52538,52538,nephrolith,nephrolith,,noun,A renal calculus; gravel in a kidney.,0,394364746,0,0,0,0,FALSE,FALSE
52538,52538,five-factor,five-factor,jj,adjective,,110,392174692,0,0,0,0,FALSE,FALSE
52539,52539,caisson,caisson,nn1,noun,,110,392174802,0,0,0,0,FALSE,FALSE
52540,52540,irrigators,irrigator,nn2,noun,,110,392174912,0,0,0,0,FALSE,FALSE
52541,52541,hippocampal,hippocampal,jj,adjective,,110,392175022,0,0,0,0,FALSE,FALSE
52542,52542,articular,articular,jj,adjective,Of or pertaining to a joint.,110,392175132,0,0,0,0,FALSE,FALSE
52543,52543,microsomal,microsomal,,adjective,Of or pertaining to microsomes: vesicular fragments of endoplasmic reticulum formed after disruption and centrifugation of cells.,0,394364746,0,0,0,0,FALSE,FALSE
52543,52543,theophylline,theophylline,nn1,noun,,110,392175242,0,0,0,0,FALSE,FALSE
52544,52544,renovascular,renovascular,,adjective,Of or pertaining to the blood vessels of the kidneys.,0,394364746,0,0,0,0,FALSE,FALSE
52544,52544,stepfamilies,stepfamily,nn2,noun,,110,392175352,0,0,1,0,FALSE,FALSE
52545,52545,oxycodone,oxycodone,nn1,noun,,110,392175462,0,0,0,1,FALSE,FALSE
52546,52546,self-injury,self-injury,jj,adjective,,110,392175572,0,0,0,0,FALSE,FALSE
52547,52547,aleph,aleph,nn1,noun,,110,392175682,0,0,0,0,FALSE,FALSE
52548,52548,coeducation,coeducation,nn1,noun,,110,392175792,0,0,0,0,FALSE,FALSE
52549,52549,peronism,peronism,nn1,noun,,110,392175902,0,0,0,0,FALSE,FALSE
52550,52550,solicits,solicit,vvz,verb,,109,392176011,0,0,0,0,FALSE,FALSE
52551,52551,deep-pocketed,deep-pocketed,jj,adjective,,109,392176120,0,0,0,1,FALSE,FALSE
52552,52552,overstuffed,overstuff,vvd,verb,,109,392176229,0,0,0,0,FALSE,FALSE
52553,52553,blundered,blunder,vvn,verb,,109,392176338,0,1,0,0,FALSE,FALSE
52554,52554,thought-out,thought-out,jj,adjective,,109,392176447,0,0,0,0,FALSE,FALSE
52555,52555,relegated,relegate,vvd,verb,,109,392176556,0,0,0,0,FALSE,FALSE
52556,52556,capitalizes,capitalize,vvz,verb,,109,392176665,0,0,0,0,FALSE,FALSE
52557,52557,pell-mell,pell-mell,rr,adverb,,109,392176774,0,0,0,0,FALSE,FALSE
52558,52558,rutted,rut,vvd,verb,,109,392176883,0,1,0,0,FALSE,FALSE
52559,52559,roiled,roil,vvn,verb,,109,392176992,0,0,0,1,FALSE,FALSE
52560,52560,resonated,resonate,vvn,verb,,109,392177101,0,0,0,0,FALSE,FALSE
52561,52561,discharged,discharge,vvd,verb,,109,392177210,0,0,0,0,FALSE,FALSE
52562,52562,taxes,tax,vvz,verb,,109,392177319,0,0,0,0,FALSE,FALSE
52563,52563,dabbled,dabble,vvn,verb,,109,392177428,0,0,0,0,FALSE,FALSE
52564,52564,squawk,squawk,vv0,verb,,109,392177537,0,1,0,0,FALSE,FALSE
52565,52565,alleviates,alleviate,vvz,verb,,109,392177646,0,0,1,0,FALSE,FALSE
52566,52566,after-work,after-work,jj,adjective,,109,392177755,0,0,0,0,FALSE,FALSE
52567,52567,invigorated,invigorate,vvn,verb,,109,392177864,0,0,0,0,FALSE,FALSE
52568,52568,hard-luck,hard-luck,jj,adjective,,109,392177973,0,0,0,1,FALSE,FALSE
52569,52569,girding,gird,vvg,verb,,109,392178082,0,0,0,0,FALSE,FALSE
52570,52570,flags,flag,vvz,verb,,109,392178191,0,0,0,0,FALSE,FALSE
52571,52571,dampens,dampen,vvz,verb,,109,392178300,0,0,1,0,FALSE,FALSE
52572,52572,brag,brag,nn1,noun,,109,392178409,0,0,0,0,FALSE,FALSE
52573,52573,razed,raze,vvd,verb,,109,392178518,0,0,0,0,FALSE,FALSE
52574,52574,reneging,renege,vvg,verb,,109,392178627,0,0,0,0,FALSE,FALSE
52575,52575,disproved,disprove,vvn,verb,,109,392178736,0,0,0,0,FALSE,FALSE
52576,52576,uproariously,uproariously,rr,adverb,,109,392178845,0,1,0,0,FALSE,FALSE
52577,52577,zigzagged,zigzag,vvd,verb,,109,392178954,0,1,0,0,FALSE,FALSE
52578,52578,banter,banter,vv0,verb,,109,392179063,0,0,0,0,FALSE,FALSE
52579,52579,mushrooming,mushrooming,jj,adjective,,109,392179172,0,0,0,1,FALSE,FALSE
52580,52580,masterminding,mastermind,vvg,verb,,109,392179281,0,0,0,1,FALSE,FALSE
52581,52581,daringly,daringly,rr,adverb,,109,392179390,0,0,1,0,FALSE,FALSE
52582,52582,preface,preface,vv0,verb,,109,392179499,0,0,0,0,FALSE,FALSE
52583,52583,perfidy,perfidy,nn1,noun,Treachery; betrayal.,109,392179608,0,0,0,0,TRUE,TRUE
52584,52584,idealized,idealize,vvn,verb,,109,392179717,0,0,0,0,FALSE,FALSE
52585,52585,smoggy,smoggy,jj,adjective,,109,392179826,0,0,0,0,FALSE,FALSE
52586,52586,grandstanding,grandstanding,nn1,noun,,109,392179935,0,0,0,0,FALSE,FALSE
52587,52587,disposes,dispose,vvz,verb,,109,392180044,0,0,0,0,FALSE,FALSE
52588,52588,intellects,intellect,nn2,noun,,109,392180153,0,0,0,0,FALSE,FALSE
52589,52589,reevaluated,reevaluate,vvn,verb,,109,392180262,0,0,0,0,FALSE,FALSE
52590,52590,undernourished,undernourished,jj,adjective,,109,392180371,0,0,0,0,FALSE,FALSE
52591,52591,hang-ups,hang-up,nn2,noun,,109,392180480,0,0,0,0,FALSE,FALSE
52592,52592,patronized,patronize,vvn,verb,,109,392180589,0,0,0,0,FALSE,FALSE
52593,52593,devalues,devalue,vvz,verb,,109,392180698,0,0,0,0,FALSE,FALSE
52594,52594,quavered,quaver,vvd,verb,,109,392180807,0,1,0,0,FALSE,FALSE
52595,52595,toning,tone,vvg,verb,,109,392180916,0,0,1,0,FALSE,FALSE
52596,52596,impounded,impound,vvn,verb,,109,392181025,0,0,0,0,FALSE,FALSE
52597,52597,flirtations,flirtation,nn2,noun,,109,392181134,0,0,0,0,FALSE,FALSE
52598,52598,better-educated,better-educated,jj,adjective,,109,392181243,0,0,0,0,FALSE,FALSE
52599,52599,dulling,dull,vvg,verb,,109,392181352,0,0,0,0,FALSE,FALSE
52600,52600,squeaks,squeak,vvz,verb,,109,392181461,0,1,0,0,FALSE,FALSE
52601,52601,on-court,on-court,jj,adjective,,109,392181570,0,0,0,1,FALSE,FALSE
52602,52602,erased,erased,jj,adjective,,109,392181679,0,0,0,0,FALSE,FALSE
52603,52603,affixed,affix,vvd,verb,,109,392181788,0,1,0,0,FALSE,FALSE
52604,52604,ramped,ramp,vvn,verb,,109,392181897,0,0,0,0,FALSE,FALSE
52605,52605,picketed,picket,vvd,verb,,109,392182006,0,0,0,1,FALSE,FALSE
52606,52606,kept,kept,jj,adjective,,109,392182115,0,0,0,0,FALSE,FALSE
52607,52607,uncombed,uncombed,jj,adjective,,109,392182224,0,1,0,0,FALSE,FALSE
52608,52608,inundate,inundate,vv0,verb,,109,392182333,0,0,0,0,FALSE,FALSE
52609,52609,reruns,rerun,vvz,verb,,109,392182442,0,0,0,0,FALSE,FALSE
52610,52610,rebalance,rebalance,vv0,verb,,109,392182551,0,0,1,0,FALSE,FALSE
52611,52611,keeled,keel,vvd,verb,,109,392182660,0,1,0,0,FALSE,FALSE
52612,52612,pitchforks,pitchfork,nn2,noun,,109,392182769,0,1,0,0,FALSE,FALSE
52613,52613,nervy,nervy,jj,adjective,,109,392182878,0,0,0,0,FALSE,FALSE
52614,52614,jowl,jowl,nn1,noun,,109,392182987,0,0,0,0,FALSE,FALSE
52615,52615,rippled,rippled,jj,adjective,,109,392183096,0,1,0,0,FALSE,FALSE
52616,52616,untraceable,untraceable,jj,adjective,,109,392183205,0,1,0,0,FALSE,FALSE
52617,52617,colonialists,colonialist,nn2,noun,,109,392183314,0,0,0,0,FALSE,FALSE
52618,52618,entailing,entail,vvg,verb,,109,392183423,0,0,0,0,FALSE,FALSE
52619,52619,buttonhole,buttonhole,nn1,noun,,109,392183532,0,1,0,0,FALSE,FALSE
52620,52620,civilize,civilize,vv0,verb,,109,392183641,0,0,0,0,FALSE,FALSE
52621,52621,resuscitated,resuscitate,vvn,verb,,109,392183750,0,0,0,0,FALSE,FALSE
52622,52622,lowlife,lowlife,nn1,noun,,109,392183859,0,1,0,0,FALSE,FALSE
52623,52623,lawyerly,lawyerly,jj,adjective,,109,392183968,0,0,0,0,FALSE,FALSE
52624,52624,mug,mug,vv0,verb,,109,392184077,0,0,0,0,FALSE,FALSE
52625,52625,hot-pink,hot-pink,jj,adjective,,109,392184186,0,0,1,0,FALSE,FALSE
52626,52626,money-management,money-management,jj,adjective,,109,392184295,0,0,1,0,FALSE,FALSE
52627,52627,air-dry,air-dry,jj,adjective,,109,392184404,0,0,1,0,FALSE,FALSE
52628,52628,roadkill,roadkill,nn1,noun,,109,392184513,0,0,0,0,FALSE,FALSE
52629,52629,stringently,stringently,rr,adverb,,109,392184622,0,0,0,0,FALSE,FALSE
52630,52630,room-temperature,room-temperature,jj,adjective,,109,392184731,0,0,0,0,FALSE,FALSE
52631,52631,outputs,output,vvz,verb,,109,392184840,0,0,0,0,FALSE,FALSE
52632,52632,wakes,wake,nn2,noun,,109,392184949,0,0,0,0,FALSE,FALSE
52633,52633,oratorical,oratorical,jj,adjective,,109,392185058,0,0,0,0,FALSE,FALSE
52634,52634,carded,card,vvd,verb,,109,392185167,0,0,0,0,FALSE,FALSE
52635,52635,emptied,emptied,jj,adjective,,109,392185276,0,1,0,0,FALSE,FALSE
52636,52636,beeps,beep,vvz,verb,,109,392185385,0,1,0,0,FALSE,FALSE
52637,52637,off-year,off-year,jj,adjective,,109,392185494,1,0,0,0,FALSE,FALSE
52638,52638,dang,dang,jj,adjective,,109,392185603,0,1,0,0,FALSE,FALSE
52639,52639,home-style,home-style,jj,adjective,,109,392185712,0,0,0,1,FALSE,FALSE
52640,52640,trippy,trippy,jj,adjective,,109,392185821,0,0,1,0,FALSE,FALSE
52641,52641,mill,mill,vv0,verb,,109,392185930,0,1,0,0,FALSE,FALSE
52642,52642,cawing,caw,vvg,verb,,109,392186039,0,1,0,0,FALSE,FALSE
52643,52643,strafing,strafe,vvg,verb,,109,392186148,0,0,0,0,FALSE,FALSE
52644,52644,show-and-tell,show-and-tell,jj,adjective,,109,392186257,0,0,0,0,FALSE,FALSE
52645,52645,song-and-dance,song-and-dance,jj,adjective,,109,392186366,0,0,0,1,FALSE,FALSE
52646,52646,scowls,scowl,nn2,noun,,109,392186475,0,1,0,0,FALSE,FALSE
52647,52647,strummed,strum,vvd,verb,,109,392186584,0,1,0,0,FALSE,FALSE
52648,52648,bared,bared,jj,adjective,,109,392186693,0,1,0,0,FALSE,FALSE
52649,52649,anchorwoman,anchorwoman,nn1,noun,,109,392186802,0,0,0,0,FALSE,FALSE
52650,52650,blowouts,blowout,nn2,noun,,109,392186911,0,0,0,0,FALSE,FALSE
52651,52651,hoeing,hoe,vvg,verb,,109,392187020,0,1,0,0,FALSE,FALSE
52652,52652,young-adult,young-adult,jj,adjective,,109,392187129,0,0,0,1,FALSE,FALSE
52653,52653,beatnik,beatnik,nn1,noun,,109,392187238,0,1,0,0,FALSE,FALSE
52654,52654,madwoman,madwoman,nn1,noun,,109,392187347,0,1,0,0,FALSE,FALSE
52655,52655,banisters,banister,nn2,noun,,109,392187456,0,1,0,0,FALSE,FALSE
52656,52656,clunkers,clunker,nn2,noun,,109,392187565,0,0,0,1,FALSE,FALSE
52657,52657,rebuttals,rebuttal,nn2,noun,,109,392187674,0,0,0,0,FALSE,FALSE
52658,52658,silt,silt,vv0,verb,,109,392187783,0,0,0,0,FALSE,FALSE
52659,52659,improv,improv,jj,adjective,,109,392187892,0,0,0,1,FALSE,FALSE
52660,52660,tornados,tornado,nn2,noun,,109,392188001,0,0,0,0,FALSE,FALSE
52661,52661,man-eating,man-eating,jj,adjective,,109,392188110,0,0,0,0,FALSE,FALSE
52662,52662,self-serve,self-serve,jj,adjective,,109,392188219,0,0,0,0,FALSE,FALSE
52663,52663,co-captain,co-captain,nn1,noun,,109,392188328,0,0,0,1,FALSE,FALSE
52664,52664,full-year,full-year,jj,adjective,,109,392188437,0,0,0,1,FALSE,FALSE
52665,52665,occupier,occupier,nn1,noun,,109,392188546,0,0,0,0,FALSE,FALSE
52666,52666,broiling,broil,vvg,verb,,109,392188655,0,0,1,0,FALSE,FALSE
52667,52667,teething,teething,jj,adjective,,109,392188764,0,0,1,0,FALSE,FALSE
52668,52668,baggies,baggie,nn2,noun,,109,392188873,0,0,0,0,FALSE,FALSE
52669,52669,dulls,dull,vvz,verb,,109,392188982,0,0,0,0,FALSE,FALSE
52670,52670,mid-eighteenth,mid-eighteenth,jj,adjective,,109,392189091,0,0,0,0,FALSE,FALSE
52671,52671,legless,legless,jj,adjective,,109,392189200,0,1,0,0,FALSE,FALSE
52672,52672,impersonators,impersonator,nn2,noun,,109,392189309,0,0,0,1,FALSE,FALSE
52673,52673,takedown,takedown,nn1,noun,,109,392189418,0,0,1,0,FALSE,FALSE
52674,52674,subversives,subversive,nn2,noun,,109,392189527,0,0,0,0,FALSE,FALSE
52675,52675,motorcyclists,motorcyclist,nn2,noun,,109,392189636,0,0,0,1,FALSE,FALSE
52676,52676,delis,deli,nn2,noun,,109,392189745,0,0,0,1,FALSE,FALSE
52677,52677,coops,coop,nn2,noun,,109,392189854,0,0,0,0,FALSE,FALSE
52678,52678,advantaged,advantaged,jj,adjective,,109,392189963,0,0,0,0,FALSE,FALSE
52679,52679,undrained,undrained,jj,adjective,,109,392190072,0,0,1,0,FALSE,FALSE
52680,52680,internists,internist,nn2,noun,,109,392190181,0,0,0,0,FALSE,FALSE
52681,52681,medium-term,medium-term,jj,adjective,,109,392190290,0,0,0,0,FALSE,FALSE
52682,52682,retardant,retardant,nn1,noun,,109,392190399,0,0,0,0,FALSE,FALSE
52683,52683,sidewall,sidewall,nn1,noun,,109,392190508,0,0,1,0,FALSE,FALSE
52684,52684,deformations,deformation,nn2,noun,,109,392190617,0,0,0,0,FALSE,FALSE
52685,52685,farmstead,farmstead,nn1,noun,,109,392190726,0,0,0,0,FALSE,FALSE
52686,52686,o'er,o'er,ii,preposition,,109,392190835,0,1,0,0,FALSE,FALSE
52687,52687,belligerents,belligerent,nn2,noun,,109,392190944,0,0,0,0,FALSE,FALSE
52688,52688,cisterns,cistern,nn2,noun,,109,392191053,0,0,0,0,FALSE,FALSE
52689,52689,vice-chairman,vice-chairman,nn1,noun,,109,392191162,0,0,0,0,FALSE,FALSE
52690,52690,anti-tobacco,anti-tobacco,jj,adjective,,109,392191271,0,0,0,0,FALSE,FALSE
52691,52691,roundups,roundup,nn2,noun,,109,392191380,0,0,0,0,FALSE,FALSE
52692,52692,carolers,caroler,nn2,noun,,109,392191489,0,0,0,1,FALSE,FALSE
52693,52693,employer-based,employer-based,jj,adjective,,109,392191598,0,0,0,0,FALSE,FALSE
52694,52694,immune-system,immune-system,jj,adjective,,109,392191707,0,0,1,0,FALSE,FALSE
