id,rank,word,lemma,pos,pos_long,english_definition,frequency,sum_frequency,coca_spoken_freq,coca_fiction_freq,coca_magazines_freq,coca_newspapers_freq,sat,gre
22066,22066,inversion,inversion,nn1,noun,,735,382875216,0,1,1,0,FALSE,FALSE
22067,22067,nobles,noble,nn2,noun,,735,382875951,0,3,1,0,FALSE,FALSE
22068,22068,lambda,lambda,nn1,noun,,735,382876686,0,0,1,0,FALSE,FALSE
22069,22069,convened,convene,vvd,verb,,734,382877420,1,0,2,2,FALSE,FALSE
22070,22070,ever-changing,ever-changing,jj,adjective,,734,382878154,0,1,2,2,FALSE,FALSE
22071,22071,elated,elated,jj,adjective,,734,382878888,1,3,2,2,FALSE,FALSE
22072,22072,accelerated,accelerate,vvn,verb,,734,382879622,1,1,2,2,FALSE,FALSE
22073,22073,competes,compete,vvz,verb,,734,382880356,1,0,2,3,FALSE,FALSE
22074,22074,tempt,tempt,vv0,verb,,734,382881090,1,3,2,2,FALSE,FALSE
22075,22075,forbids,forbid,vvz,verb,,734,382881824,1,1,2,3,FALSE,FALSE
22076,22076,undermined,undermine,vvd,verb,Attempt to overthrow; weaken.,734,382882558,1,0,1,1,TRUE,TRUE
22077,22077,nine-year-old,nine-year-old,jj,adjective,,734,382883292,3,2,2,1,FALSE,FALSE
22078,22078,received,received,jj,adjective,,734,382884026,0,0,1,1,FALSE,FALSE
22079,22079,imperfections,imperfection,nn2,noun,,734,382884760,1,1,2,1,FALSE,FALSE
22080,22080,toll-free,toll-free,jj,adjective,,734,382885494,1,0,3,3,FALSE,FALSE
22081,22081,talk-show,talk-show,jj,adjective,,734,382886228,2,0,2,3,FALSE,FALSE
22082,22082,brunette,brunette,nn1,noun,,734,382886962,1,5,1,1,FALSE,FALSE
22083,22083,coffins,coffin,nn2,noun,,734,382887696,1,3,1,1,FALSE,FALSE
22084,22084,vignettes,vignette,nn2,noun,Small sketch.,734,382888430,0,0,1,1,TRUE,TRUE
22085,22085,ducts,duct,nn2,noun,"A pipe, tube or canal which carries air or liquid from one place to another.",734,382889164,0,2,3,1,FALSE,FALSE
22086,22086,cam,cam,nn1,noun,,734,382889898,2,1,3,1,FALSE,FALSE
22087,22087,planters,planter,nn2,noun,,734,382890632,0,1,2,1,FALSE,FALSE
22088,22088,secularism,secularism,nn1,noun,,734,382891366,0,0,1,1,FALSE,FALSE
22089,22089,pixel,pixel,nn1,noun,,734,382892100,0,0,3,0,FALSE,FALSE
22090,22090,boosted,boost,vvd,verb,,733,382892833,1,1,2,3,FALSE,FALSE
22091,22091,deepened,deepen,vvn,verb,,733,382893566,1,3,2,1,FALSE,FALSE
22092,22092,amenable,amenable,jj,adjective,,733,382894299,1,1,1,1,FALSE,FALSE
22093,22093,grisly,grisly,jj,adjective,,733,382895032,1,2,2,2,FALSE,FALSE
22094,22094,hairline,hairline,nn1,noun,,733,382895765,0,4,2,1,FALSE,FALSE
22095,22095,sternly,sternly,rr,adverb,,733,382896498,0,5,1,1,FALSE,FALSE
22096,22096,sparkled,sparkle,vvd,verb,,733,382897231,0,7,1,0,FALSE,FALSE
22097,22097,arouse,arouse,vv0,verb,,733,382897964,1,2,2,1,FALSE,FALSE
22098,22098,horrified,horrified,jj,adjective,,733,382898697,1,5,1,1,FALSE,FALSE
22099,22099,glows,glow,vvz,verb,,733,382899430,0,3,3,1,FALSE,FALSE
22100,22100,milestones,milestone,nn2,noun,,733,382900163,1,0,3,2,FALSE,FALSE
22101,22101,escorts,escort,nn2,noun,,733,382900896,1,3,2,2,FALSE,FALSE
22102,22102,recharge,recharge,vv0,verb,,733,382901629,1,1,3,1,FALSE,FALSE
22103,22103,millimeters,millimeter,nn2,noun,,733,382902362,0,1,3,0,FALSE,FALSE
22104,22104,underclass,underclass,nn1,noun,,733,382903095,1,0,2,1,FALSE,FALSE
22105,22105,camper,camper,nn1,noun,,733,382903828,1,3,2,2,FALSE,FALSE
22106,22106,ops,op,nn2,noun,,733,382904561,1,4,2,1,FALSE,FALSE
22107,22107,randomized,randomized,jj,adjective,,733,382905294,0,0,1,0,FALSE,FALSE
22108,22108,geothermal,geothermal,jj,adjective,,733,382906027,1,0,3,1,FALSE,FALSE
22109,22109,cheered,cheer,vvn,verb,,732,382906759,1,2,2,2,FALSE,FALSE
22110,22110,halting,halting,jj,adjective,,732,382907491,1,2,2,2,FALSE,FALSE
22111,22111,ticked,tick,vvd,verb,,732,382908223,1,4,1,2,FALSE,FALSE
22112,22112,defunct,defunct,jj,adjective,No longer in existence.,732,382908955,1,1,2,3,TRUE,TRUE
22113,22113,enthusiast,enthusiast,nn1,noun,,732,382909687,1,1,3,2,FALSE,FALSE
22114,22114,relaxes,relax,vvz,verb,,732,382910419,0,3,3,1,FALSE,FALSE
22115,22115,logged,log,vvn,verb,,732,382911151,1,1,3,2,FALSE,FALSE
22116,22116,mournful,mournful,jj,adjective,,732,382911883,0,5,1,1,FALSE,FALSE
22117,22117,equip,equip,vv0,verb,"To furnish for service, or against a need or exigency; to fit out; to supply with whatever is necessary to efficient action in any way.",732,382912615,1,0,2,2,FALSE,FALSE
22118,22118,fixes,fix,vvz,verb,,732,382913347,1,3,2,1,FALSE,FALSE
22119,22119,eroding,eroding,jj,adjective,,732,382914079,1,0,2,2,FALSE,FALSE
22120,22120,barbaric,barbaric,jj,adjective,,732,382914811,2,2,1,1,FALSE,FALSE
22121,22121,stunts,stunt,nn2,noun,,732,382915543,1,1,2,3,FALSE,FALSE
22122,22122,ordained,ordain,vvn,verb,Destine; confer holy orders on a priest.,732,382916275,1,1,3,2,TRUE,FALSE
22123,22123,stand-alone,stand-alone,jj,adjective,,732,382917007,0,0,3,2,FALSE,FALSE
22124,22124,pedal,pedal,vv0,verb,,732,382917739,0,1,5,1,FALSE,FALSE
22125,22125,scum,scum,nn1,noun,,732,382918471,1,4,1,1,FALSE,FALSE
22126,22126,mixtures,mixture,nn2,noun,,732,382919203,0,0,3,1,FALSE,FALSE
22127,22127,whisking,whisk,vvg,verb,,732,382919935,0,1,5,2,FALSE,FALSE
22128,22128,satanic,satanic,jj,adjective,,732,382920667,2,1,2,2,FALSE,FALSE
22129,22129,charters,charter,nn2,noun,,732,382921399,1,0,2,3,FALSE,FALSE
22130,22130,bindings,binding,nn2,noun,,732,382922131,0,1,6,0,FALSE,FALSE
22131,22131,eased,ease,vvn,verb,,731,382922862,1,2,1,2,FALSE,FALSE
22132,22132,teamed,team,vvd,verb,,731,382923593,1,0,3,3,FALSE,FALSE
22133,22133,endearing,endearing,jj,adjective,,731,382924324,1,3,2,2,FALSE,FALSE
22134,22134,defiantly,defiantly,rr,adverb,,731,382925055,0,4,1,1,FALSE,FALSE
22135,22135,lurid,lurid,jj,adjective,,731,382925786,1,3,2,1,FALSE,FALSE
22136,22136,bolder,bold,jjr,adjective,,731,382926517,1,1,2,2,FALSE,FALSE
22137,22137,condolences,condolence,nn2,noun,,731,382927248,3,2,1,1,FALSE,FALSE
22138,22138,floorboards,floorboard,nn2,noun,,731,382927979,0,6,1,1,FALSE,FALSE
22139,22139,sadistic,sadistic,jj,adjective,,731,382928710,1,2,1,1,FALSE,FALSE
22140,22140,pizzas,pizza,nn2,noun,,731,382929441,1,1,2,3,FALSE,FALSE
22141,22141,post,post,jj,adjective,,731,382930172,0,0,0,0,FALSE,FALSE
22142,22142,recap,recap,vv0,verb,,730,382930902,6,0,0,1,FALSE,FALSE
22143,22143,penned,pen,vvd,verb,,730,382931632,0,1,2,2,FALSE,FALSE
22144,22144,nemesis,nemesis,nn1,noun,,730,382932362,1,2,2,2,FALSE,FALSE
22145,22145,communicates,communicate,vvz,verb,,730,382933092,1,0,2,1,FALSE,FALSE
22146,22146,misunderstandings,misunderstanding,nn2,noun,,730,382933822,1,1,1,1,FALSE,FALSE
22147,22147,wrinkle,wrinkle,nn1,noun,,730,382934552,1,2,2,1,FALSE,FALSE
22148,22148,yawned,yawn,vvd,verb,,730,382935282,0,7,0,0,FALSE,FALSE
22149,22149,subscriber,subscriber,nn1,noun,,730,382936012,1,0,4,2,FALSE,FALSE
22150,22150,pennant,pennant,nn1,noun,,730,382936742,1,1,1,5,FALSE,FALSE
22151,22151,remission,remission,nn1,noun,A diminution or abatement of the symptoms of a disease; also the period during which such diminution occurs.,730,382937472,1,1,3,1,FALSE,FALSE
22152,22152,figurines,figurine,nn2,noun,,730,382938202,0,2,2,1,FALSE,FALSE
22153,22153,previews,preview,nn2,noun,,730,382938932,1,0,1,5,FALSE,FALSE
22154,22154,dumbbells,dumbbell,nn2,noun,,730,382939662,0,0,7,0,FALSE,FALSE
22155,22155,neglecting,neglect,vvg,verb,,729,382940391,1,1,2,1,FALSE,FALSE
22156,22156,gaudy,gaudy,jj,adjective,,729,382941120,0,3,2,2,FALSE,FALSE
22157,22157,celebratory,celebratory,jj,adjective,,729,382941849,1,1,2,2,FALSE,FALSE
22158,22158,comb,comb,vv0,verb,,729,382942578,1,3,2,1,FALSE,FALSE
22159,22159,ire,ire,nn1,noun,Anger.,729,382943307,1,1,2,3,TRUE,TRUE
22160,22160,structurally,structurally,rr,adverb,,729,382944036,1,0,2,1,FALSE,FALSE
22161,22161,self-evident,self-evident,jj,adjective,,729,382944765,1,1,1,1,FALSE,FALSE
22162,22162,snaps,snap,nn2,noun,,729,382945494,0,3,2,2,FALSE,FALSE
22163,22163,glassy,glassy,jj,adjective,,729,382946223,0,5,2,1,FALSE,FALSE
22164,22164,shriek,shriek,nn1,noun,,729,382946952,0,7,1,0,FALSE,FALSE
22165,22165,preventable,preventable,jj,adjective,,729,382947681,2,0,2,2,FALSE,FALSE
22166,22166,primitive,primitive,nn1,noun,,729,382948410,0,2,2,1,FALSE,FALSE
22167,22167,download,download,nn1,noun,,729,382949139,0,1,4,1,FALSE,FALSE
22168,22168,waivers,waiver,nn2,noun,,729,382949868,1,0,1,4,FALSE,FALSE
22169,22169,childbearing,childbearing,jj,adjective,,729,382950597,0,0,2,1,FALSE,FALSE
22170,22170,chloride,chloride,nn1,noun,,729,382951326,0,1,2,1,FALSE,FALSE
22171,22171,observatories,observatory,nn2,noun,,729,382952055,0,0,4,0,FALSE,FALSE
22172,22172,antioxidant,antioxidant,jj,adjective,"One of many widely used synthetic or natural substances added to a product to prevent or delay its deterioration by action of oxygen in the air. Rubber, paints, vegetable oils, and prepared foods commonly contain antioxidants.",729,382952784,0,0,6,0,FALSE,FALSE
22173,22173,poetics,poetics,nn2,noun,,729,382953513,0,1,0,0,FALSE,FALSE
22174,22174,storied,storied,jj,adjective,,728,382954241,1,1,3,3,FALSE,FALSE
22175,22175,graciously,graciously,rr,adverb,,728,382954969,1,3,2,1,FALSE,FALSE
22176,22176,appease,appease,vv0,verb,Pacify; soothe; calm down; make peace with.,728,382955697,1,1,1,2,TRUE,TRUE
22177,22177,unforgiving,unforgiving,jj,adjective,,728,382956425,1,2,2,2,FALSE,FALSE
22178,22178,contradicts,contradict,vvz,verb,,728,382957153,1,0,1,1,FALSE,FALSE
22179,22179,widest,wide,jjt,adjective,,728,382957881,1,1,3,2,FALSE,FALSE
22180,22180,ill,ill,rr,adverb,"Not well; imperfectly, badly; hardly.",728,382958609,1,2,2,1,FALSE,FALSE
22181,22181,spied,spy,vvd,verb,,728,382959337,0,5,2,1,FALSE,FALSE
22182,22182,raking,rake,vvg,verb,,728,382960065,1,3,2,1,FALSE,FALSE
22183,22183,mandating,mandate,vvg,verb,Give (someone) authority to act in a certain way.,728,382960793,1,0,2,2,TRUE,FALSE
22184,22184,withering,withering,jj,adjective,,728,382961521,1,3,2,1,FALSE,FALSE
22185,22185,grill,grill,vv0,verb,,728,382962249,1,1,3,2,FALSE,FALSE
22186,22186,bye,bye,nn1,noun,,728,382962977,1,2,0,4,FALSE,FALSE
22187,22187,rosary,rosary,nn1,noun,,728,382963705,0,4,2,1,FALSE,FALSE
22188,22188,dealerships,dealership,nn2,noun,,728,382964433,1,0,3,3,FALSE,FALSE
22189,22189,lodges,lodge,nn2,noun,,728,382965161,0,1,3,2,FALSE,FALSE
22190,22190,purgatory,purgatory,nn1,noun,,728,382965889,0,2,1,1,FALSE,FALSE
22191,22191,brine,brine,nn1,noun,,728,382966617,1,1,2,2,FALSE,FALSE
22192,22192,scrolls,scroll,nn2,noun,,728,382967345,0,2,1,2,FALSE,FALSE
22193,22193,circumvent,circumvent,vv0,verb,Avoid.,727,382968072,1,1,2,2,TRUE,TRUE
22194,22194,indelible,indelible,jj,adjective,Cannot be wiped out.,727,382968799,1,1,2,2,TRUE,TRUE
22195,22195,summarized,summarize,vvd,verb,,727,382969526,0,1,1,1,FALSE,FALSE
22196,22196,unfriendly,unfriendly,jj,adjective,,727,382970253,1,2,2,2,FALSE,FALSE
22197,22197,cologne,cologne,nn1,noun,,727,382970980,1,5,2,1,FALSE,FALSE
22198,22198,squat,squat,nn1,noun,,727,382971707,0,3,4,1,FALSE,FALSE
22199,22199,forwards,forwards,rr,adverb,,727,382972434,1,1,1,4,FALSE,FALSE
22200,22200,supplementary,supplementary,jj,adjective,,727,382973161,0,0,1,1,FALSE,FALSE
22201,22201,socio-economic,socio-economic,jj,adjective,,727,382973888,0,0,0,1,FALSE,FALSE
22202,22202,elasticity,elasticity,nn1,noun,,727,382974615,0,0,2,0,FALSE,FALSE
22203,22203,amassed,amass,vvn,verb,Accumulate.,726,382975341,1,1,3,2,TRUE,TRUE
22204,22204,unscathed,unscathed,jj,adjective,Unharmed; intact; without a scratch.,726,382976067,1,1,2,2,TRUE,TRUE
22205,22205,splashed,splash,vvn,verb,,726,382976793,0,4,1,1,FALSE,FALSE
22206,22206,organizes,organize,vvz,verb,,726,382977519,1,0,2,2,FALSE,FALSE
22207,22207,onerous,onerous,jj,adjective,Burdensome.,726,382978245,1,1,2,2,TRUE,TRUE
22208,22208,revert,revert,vv0,verb,,726,382978971,1,1,2,2,FALSE,FALSE
22209,22209,disrespectful,disrespectful,jj,adjective,,726,382979697,2,2,1,2,FALSE,FALSE
22210,22210,bushy,bushy,jj,adjective,,726,382980423,0,4,2,1,FALSE,FALSE
22211,22211,accommodated,accommodate,vvn,verb,,726,382981149,1,1,1,1,FALSE,FALSE
22212,22212,objectionable,objectionable,jj,adjective,,726,382981875,1,1,1,2,FALSE,FALSE
22213,22213,sweats,sweat,nn2,noun,,726,382982601,1,3,2,1,FALSE,FALSE
22214,22214,nieces,niece,nn2,noun,,726,382983327,1,3,1,2,FALSE,FALSE
22215,22215,playgrounds,playground,nn2,noun,,726,382984053,1,1,2,3,FALSE,FALSE
22216,22216,cookbooks,cookbook,nn2,noun,,726,382984779,1,1,3,3,FALSE,FALSE
22217,22217,untrained,untrained,jj,adjective,,726,382985505,1,1,2,1,FALSE,FALSE
22218,22218,functionally,functionally,rr,adverb,,726,382986231,1,0,1,1,FALSE,FALSE
22219,22219,tremor,tremor,nn1,noun,An involuntary trembling or quivering.,726,382986957,1,5,1,0,FALSE,FALSE
22220,22220,meek,meek,jj,adjective,,726,382987683,2,3,1,1,FALSE,FALSE
22221,22221,school-age,school-age,jj,adjective,,726,382988409,1,0,1,2,FALSE,FALSE
22222,22222,antennas,antenna,nn2,noun,,726,382989135,1,1,3,1,FALSE,FALSE
22223,22223,mammogram,mammogram,nn1,noun,,726,382989861,2,0,3,1,FALSE,FALSE
22224,22224,tau,tau,nn1,noun,,726,382990587,0,2,1,0,FALSE,FALSE
22225,22225,sex/nudity,sex/nudity,nn1,noun,,726,382991313,0,0,0,8,FALSE,FALSE
22226,22226,stave,stave,vv0,verb,,725,382992038,1,1,2,2,FALSE,FALSE
22227,22227,yearning,yearn,vvg,verb,,725,382992763,1,2,2,2,FALSE,FALSE
22228,22228,seeping,seep,vvg,verb,,725,382993488,1,5,1,1,FALSE,FALSE
22229,22229,flush,flush,rr,adverb,,725,382994213,1,2,3,2,FALSE,FALSE
22230,22230,underpinnings,underpinning,nn2,noun,,725,382994938,1,0,2,1,FALSE,FALSE
22231,22231,wallets,wallet,nn2,noun,,725,382995663,1,1,2,3,FALSE,FALSE
22232,22232,banished,banish,vvn,verb,,725,382996388,1,3,2,1,FALSE,FALSE
22233,22233,cradling,cradle,vvg,verb,,725,382997113,0,5,1,1,FALSE,FALSE
22234,22234,consolidated,consolidate,vvn,verb,,725,382997838,1,0,1,2,FALSE,FALSE
22235,22235,bookshelf,bookshelf,nn1,noun,,725,382998563,0,4,2,1,FALSE,FALSE
22236,22236,strains,strain,vvz,verb,,725,382999288,1,2,2,1,FALSE,FALSE
22237,22237,adversarial,adversarial,jj,adjective,,725,383000013,1,0,2,1,FALSE,FALSE
22238,22238,newsletters,newsletter,nn2,noun,,725,383000738,0,0,3,2,FALSE,FALSE
22239,22239,dependents,dependent,nn2,noun,One who relies on another for support.,725,383001463,1,1,1,2,FALSE,FALSE
22240,22240,departmental,departmental,jj,adjective,,725,383002188,0,1,1,1,FALSE,FALSE
22241,22241,skip,skip,nn1,noun,,725,383002913,1,3,2,2,FALSE,FALSE
22242,22242,arugula,arugula,nn1,noun,,725,383003638,0,0,4,3,FALSE,FALSE
22243,22243,hard-liners,hard-liner,nn2,noun,,725,383004363,1,0,1,3,FALSE,FALSE
22244,22244,sopranos,soprano,nn2,noun,,725,383005088,2,1,2,3,FALSE,FALSE
22245,22245,kidnappers,kidnapper,nn2,noun,,725,383005813,3,1,1,2,FALSE,FALSE
22246,22246,pacers,pacer,nn2,noun,,725,383006538,0,0,2,6,FALSE,FALSE
22247,22247,chimps,chimp,nn2,noun,,725,383007263,2,1,3,0,FALSE,FALSE
22248,22248,pursues,pursue,vvz,verb,,724,383007987,1,1,2,2,FALSE,FALSE
22249,22249,agitated,agitate,vvn,verb,,724,383008711,1,4,1,1,FALSE,FALSE
22250,22250,oozing,ooze,vvg,verb,,724,383009435,0,5,2,1,FALSE,FALSE
22251,22251,illustrated,illustrated,jj,adjective,,724,383010159,0,1,3,1,FALSE,FALSE
22252,22252,intolerant,intolerant,jj,adjective,,724,383010883,1,1,2,1,FALSE,FALSE
22253,22253,righteousness,righteousness,nn1,noun,,724,383011607,1,2,2,1,FALSE,FALSE
22254,22254,closures,closure,nn2,noun,,724,383012331,1,0,1,3,FALSE,FALSE
22255,22255,idiom,idiom,nn1,noun,,724,383013055,0,1,1,1,FALSE,FALSE
22256,22256,suction,suction,nn1,noun,,724,383013779,1,2,2,1,FALSE,FALSE
22257,22257,treated,treated,jj,adjective,,724,383014503,0,0,2,1,FALSE,FALSE
22258,22258,cavaliers,cavalier,nn2,noun,,724,383015227,0,0,2,5,FALSE,FALSE
22259,22259,authoritarianism,authoritarianism,nn1,noun,,724,383015951,0,0,1,1,FALSE,FALSE
22260,22260,rabbis,rabbi,nn2,noun,,724,383016675,1,2,2,2,FALSE,FALSE
22261,22261,putts,putt,nn2,noun,,724,383017399,0,0,4,3,FALSE,FALSE
22262,22262,subtest,subtest,nn1,noun,,724,383018123,0,0,0,0,FALSE,FALSE
22263,22263,leveled,level,vvn,verb,,723,383018846,2,1,1,2,FALSE,FALSE
22264,22264,regaining,regain,vvg,verb,,723,383019569,1,2,2,2,FALSE,FALSE
22265,22265,easygoing,easygoing,jj,adjective,,723,383020292,0,2,3,2,FALSE,FALSE
22266,22266,hires,hire,vvz,verb,,723,383021015,1,1,2,3,FALSE,FALSE
22267,22267,penetrated,penetrate,vvn,verb,,723,383021738,1,2,2,1,FALSE,FALSE
22268,22268,nearest,nearest,jj,adjective,,723,383022461,0,4,2,1,FALSE,FALSE
22269,22269,irritated,irritated,jj,adjective,Showing or feeling slight anger; annoyed.,723,383023184,1,4,2,1,FALSE,FALSE
22270,22270,ascend,ascend,vv0,verb,,723,383023907,0,2,2,1,FALSE,FALSE
22271,22271,second-floor,second-floor,jj,adjective,,723,383024630,0,3,2,3,FALSE,FALSE
22272,22272,discriminating,discriminating,jj,adjective,Able to make fine distinctions between; having good taste; favoring one side/group and acting against another.,723,383025353,1,1,2,1,TRUE,FALSE
22273,22273,baking,bake,vvg,verb,,723,383026076,1,2,3,3,FALSE,FALSE
22274,22274,orphaned,orphaned,jj,adjective,,723,383026799,1,2,2,2,FALSE,FALSE
22275,22275,destabilizing,destabilize,vvg,verb,,723,383027522,2,0,1,1,FALSE,FALSE
22276,22276,grandkids,grandkid,nn2,noun,,723,383028245,2,2,2,2,FALSE,FALSE
22277,22277,seasonings,seasoning,nn2,noun,,723,383028968,0,0,4,3,FALSE,FALSE
22278,22278,bondage,bondage,nn1,noun,,723,383029691,1,2,2,1,FALSE,FALSE
22279,22279,lexicon,lexicon,nn1,noun,,723,383030414,1,1,2,1,FALSE,FALSE
22280,22280,circumference,circumference,nn1,noun,,723,383031137,0,2,2,1,FALSE,FALSE
22281,22281,altruistic,altruistic,jj,adjective,,723,383031860,1,1,1,1,FALSE,FALSE
22282,22282,scalpel,scalpel,nn1,noun,,723,383032583,1,3,2,1,FALSE,FALSE
22283,22283,overpowering,overpowering,jj,adjective,,722,383033305,1,3,2,2,FALSE,FALSE
22284,22284,fluttering,fluttering,jj,adjective,,722,383034027,0,6,1,1,FALSE,FALSE
22285,22285,expel,expel,vv0,verb,,722,383034749,2,1,2,2,FALSE,FALSE
22286,22286,hurtful,hurtful,jj,adjective,,722,383035471,2,1,2,1,FALSE,FALSE
22287,22287,smashing,smash,vvg,verb,,722,383036193,1,4,1,1,FALSE,FALSE
22288,22288,seduce,seduce,vv0,verb,,722,383036915,1,3,2,1,FALSE,FALSE
22289,22289,searches,search,vvz,verb,,722,383037637,0,4,2,1,FALSE,FALSE
22290,22290,bites,bite,vvz,verb,To cut off a piece by clamping the teeth.,722,383038359,1,4,1,1,FALSE,FALSE
22291,22291,hubris,hubris,nn1,noun,Excessive pride.,722,383039081,1,1,2,2,TRUE,FALSE
22292,22292,vetoed,veto,vvd,verb,,722,383039803,3,0,1,2,FALSE,FALSE
22293,22293,newlyweds,newlywed,nn2,noun,,722,383040525,1,2,3,2,FALSE,FALSE
22294,22294,reasoned,reasoned,jj,adjective,,722,383041247,1,0,1,1,FALSE,FALSE
22295,22295,rupture,rupture,nn1,noun,Forcible tearing or disruption of tissue; a hernia.,722,383041969,1,1,2,1,FALSE,FALSE
22296,22296,hoods,hood,nn2,noun,,722,383042691,1,2,2,2,FALSE,FALSE
22297,22297,flaps,flap,nn2,noun,,722,383043413,0,3,2,1,FALSE,FALSE
22298,22298,vacancies,vacancy,nn2,noun,,722,383044135,1,0,1,3,FALSE,FALSE
22299,22299,categorization,categorization,nn1,noun,,722,383044857,0,0,1,0,FALSE,FALSE
22300,22300,handlebar,handlebar,nn1,noun,,722,383045579,0,1,6,0,FALSE,FALSE
22301,22301,reggae,reggae,nn1,noun,,722,383046301,1,1,2,3,FALSE,FALSE
22302,22302,whole-wheat,whole-wheat,jj,adjective,,722,383047023,0,0,6,2,FALSE,FALSE
22303,22303,archery,archery,nn1,noun,,722,383047745,0,1,3,3,FALSE,FALSE
22304,22304,mexican-american,mexican-american,jj,adjective,,722,383048467,1,0,1,2,FALSE,FALSE
22305,22305,zulu,zulu,jj,adjective,,722,383049189,1,1,1,1,FALSE,FALSE
22306,22306,camped,camp,vvn,verb,,721,383049910,1,3,2,1,FALSE,FALSE
22307,22307,compile,compile,vv0,verb,,721,383050631,1,0,2,2,FALSE,FALSE
22308,22308,inflate,inflate,vv0,verb,,721,383051352,1,1,3,2,FALSE,FALSE
22309,22309,justifiable,justifiable,jj,adjective,,721,383052073,1,0,1,1,FALSE,FALSE
22310,22310,bellowed,bellow,vvd,verb,,721,383052794,0,6,1,1,FALSE,FALSE
22311,22311,noxious,noxious,jj,adjective,Harmful; poisonous; lethal.,721,383053515,0,2,2,1,TRUE,TRUE
22312,22312,autos,auto,nn2,noun,,721,383054236,1,0,2,3,FALSE,FALSE
22313,22313,domesticated,domesticated,jj,adjective,,721,383054957,0,1,2,1,FALSE,FALSE
22314,22314,wan,wan,jj,adjective,,721,383055678,0,4,1,1,FALSE,FALSE
22315,22315,apparition,apparition,nn1,noun,Ghost; something that 'appears'.,721,383056399,0,4,2,1,TRUE,FALSE
22316,22316,timbers,timber,nn2,noun,,721,383057120,0,3,3,1,FALSE,FALSE
22317,22317,romanticism,romanticism,nn1,noun,,721,383057841,0,1,1,1,FALSE,FALSE
22318,22318,first-person,first-person,jj,adjective,,721,383058562,0,0,1,1,FALSE,FALSE
22319,22319,drones,drone,nn2,noun,,721,383059283,1,3,2,1,FALSE,FALSE
22320,22320,bolstered,bolster,vvn,verb,Give support to.,720,383060003,0,0,2,3,TRUE,TRUE
22321,22321,earmarked,earmark,vvn,verb,,720,383060723,1,0,2,3,FALSE,FALSE
22322,22322,starts,start,nn2,noun,,720,383061443,1,1,2,4,FALSE,FALSE
22323,22323,mend,mend,vv0,verb,"To repair, as anything that is torn, broken, defaced, decayed, or the like.",720,383062163,1,3,2,1,FALSE,FALSE
22324,22324,slung,sling,vvd,verb,,720,383062883,0,6,1,1,FALSE,FALSE
22325,22325,eternally,eternally,rr,adverb,,720,383063603,1,3,2,1,FALSE,FALSE
22326,22326,subtract,subtract,vv0,verb,To remove or reduce; especially to reduce a quantity or number.,720,383064323,1,1,3,2,FALSE,FALSE
22327,22327,allege,allege,vv0,verb,,720,383065043,2,0,1,3,FALSE,FALSE
22328,22328,do-it-yourself,do-it-yourself,jj,adjective,,720,383065763,1,0,4,2,FALSE,FALSE
22329,22329,sauteed,sauteed,jj,adjective,,720,383066483,1,0,2,5,FALSE,FALSE
22330,22330,specs,spec,nn2,noun,,720,383067203,0,2,4,1,FALSE,FALSE
22331,22331,triggers,trigger,nn2,noun,,720,383067923,1,1,3,1,FALSE,FALSE
22332,22332,altitudes,altitude,nn2,noun,,720,383068643,1,0,3,1,FALSE,FALSE
22333,22333,inquisition,inquisition,nn1,noun,,720,383069363,1,2,1,1,FALSE,FALSE
22334,22334,gripes,gripe,nn2,noun,,720,383070083,0,0,6,1,FALSE,FALSE
22335,22335,delight,delight,vv0,verb,,719,383070802,1,1,3,1,FALSE,FALSE
22336,22336,devastated,devastate,vvd,verb,,719,383071521,2,1,2,2,FALSE,FALSE
22337,22337,rigorously,rigorously,rr,adverb,,719,383072240,0,1,2,1,FALSE,FALSE
22338,22338,alluded,allude,vvd,verb,,719,383072959,3,1,1,1,FALSE,FALSE
22339,22339,primed,prime,vvn,verb,,719,383073678,0,2,3,2,FALSE,FALSE
22340,22340,tuned,tune,vvd,verb,,719,383074397,2,3,2,1,FALSE,FALSE
22341,22341,kindly,kindly,jj,adjective,,719,383075116,0,4,2,1,FALSE,FALSE
22342,22342,four-year-old,four-year-old,jj,adjective,,719,383075835,2,2,2,1,FALSE,FALSE
22343,22343,stung,sting,vvd,verb,"To hurt, usually by introducing poison or a sharp point, or both.",719,383076554,0,6,1,0,FALSE,FALSE
22344,22344,stinking,stinking,jj,adjective,,719,383077273,0,6,1,1,FALSE,FALSE
22345,22345,paraphernalia,paraphernalia,nn1,noun,,719,383077992,1,2,2,2,FALSE,FALSE
22346,22346,predetermined,predetermined,jj,adjective,,719,383078711,0,0,1,1,FALSE,FALSE
22347,22347,windowsill,windowsill,nn1,noun,,719,383079430,0,6,1,0,FALSE,FALSE
22348,22348,aggressiveness,aggressiveness,nn1,noun,The quality of being bold and enterprising.,719,383080149,1,1,2,2,FALSE,FALSE
22349,22349,booking,booking,nn1,noun,,719,383080868,1,1,2,3,FALSE,FALSE
22350,22350,mosaic,mosaic,jj,adjective,,719,383081587,0,1,3,1,FALSE,FALSE
22351,22351,kittens,kitten,nn2,noun,,719,383082306,1,4,2,1,FALSE,FALSE
22352,22352,alright,alright,jj,adjective,"Satisfactory; okay; in acceptable order, but not necessarily completely right.",719,383083025,0,7,0,0,FALSE,FALSE
22353,22353,umm,umm,uh,interjection,,719,383083744,3,3,1,0,FALSE,FALSE
